Datum;MedTemp;MaxTemp;MinTemp;Niederschlag;Monat;MedGlobalstrahlung;MedStarhlungBilanz
14.12.2018;0,4;1,7;-0,5;0;12,00;6,3;-11,9
15.12.2018;-0,3;0,9;-1,9;0;12,00;9,5;-18
16.12.2018;1,6;4,2;-1,8;1,1;12,00;28,9;-6,6
17.12.2018;4,3;8;0,6;0,1;12,00;33,1;-17,7
18.12.2018;4;8,2;0,9;0;12,00;51,5;-41,8
19.12.2018;5,2;7,6;0,9;0,7;12,00;9,4;-23,2
20.12.2018;7,1;9,2;5,3;0;12,00;23,2;-21,5
21.12.2018;9,6;12,3;7,1;0,2;12,00;15,2;-22,9
22.12.2018;10,6;12,4;9,2;9,4;12,00;23,9;-28,7
23.12.2018;9,6;12,3;7,8;3,4;12,00;16,7;-22,1
24.12.2018;6,8;12,3;2,4;13,1;12,00;17,1;-24,3
25.12.2018;0,7;3,1;-0,5;0;12,00;30,1;-27
26.12.2018;0,3;2,8;-1,3;0;12,00;31,3;-18,1
27.12.2018;0,8;4,9;-1,9;0;12,00;38,9;-24,6
28.12.2018;1,3;5,5;-0,4;0;12,00;46,8;-10,1
29.12.2018;2,4;5,3;-0,2;0,1;12,00;22,5;-0,4
30.12.2018;6,5;7,7;4,6;0,7;12,00;16,9;-1,5
31.12.2018;6,9;8,7;5;0,9;12,00;12,9;-6,5
01.01.2019;6,7;7,7;5,8;0,30;1,00;9,1;-13,9
02.01.2019;3,6;6,0;1,0;0,40;1,00;24,9;-31,6
03.01.2019;0,9;3,1;-1,4;4,00;1,00;18,0;-26,0
04.01.2019;2,3;3,5;1,3;0,00;1,00;25,9;-9,6
05.01.2019;3,6;5,6;1,6;8,00;1,00;6,3;-22,2
06.01.2019;4,8;5,5;4,2;2,10;1,00;13,8;-17,4
07.01.2019;4,3;5,9;3,3;0,40;1,00;15,3;-7,4
08.01.2019;5,3;8,0;3,2;1,00;1,00;36,1;-21,5
09.01.2019;2,4;5,2;0,5;4,70;1,00;22,7;-30,9
10.01.2019;0,9;2,0;-0,1;0,60;1,00;11,3;-18,3
11.01.2019;0,0;1,6;-0,8;1,40;1,00;14,6;-9,5
12.01.2019;3,3;4,5;1,5;7,90;1,00;16,6;-19,1
13.01.2019;6,1;9,0;3,4;13,30;1,00;8,0;-23,0
14.01.2019;5,6;8,6;2,8;5,80;1,00;30,3;-11,0
15.01.2019;4,7;6,8;2,8;0,00;1,00;37,2;1,5
16.01.2019;5,3;8,9;2,2;0,00;1,00;56,1;-16,1
17.01.2019;6,3;8,5;2,4;1,60;1,00;27,5;-18,6
18.01.2019;1,8;4,0;-0,5;0,00;1,00;27,5;-27,7
19.01.2019;-2,2;0,5;-4,2;0,00;1,00;31,8;-38,5
20.01.2019;-1,3;2,0;-5,1;0,00;1,00;30,7;-4,9
21.01.2019;-0,8;2,0;-3,7;0,00;1,00;67,5;-18,5
22.01.2019;-1,6;1,1;-4,2;0,00;1,00;32,4;-7,9
23.01.2019;-1,8;0,5;-4,9;0,00;1,00;51,9;-8,6
24.01.2019;-2,5;-1,2;-3,8;0,20;1,00;32,4;-4,2
25.01.2019;-0,9;2,0;-4,0;0,00;1,00;42,0;-1,8
26.01.2019;4,4;7,6;0,2;0,30;1,00;53,6;10,2
27.01.2019;6,5;9,5;3,0;0,00;1,00;51,5;-6,9
28.01.2019;2,8;3,6;2,2;1,80;1,00;30,5;-21,9
29.01.2019;2,2;5,1;0,5;0,00;1,00;54,7;-12,4
30.01.2019;2,2;5,2;0,1;0,00;1,00;38,5;-14,4
31.01.2019;1,2;5,5;-1,8;0,20;1,00;74,1;-4,3
01.02.2019;4,7;6,6;2,7;3,90;2,00;18,5;-6,7
02.02.2019;5,3;8,6;2,4;0,00;2,00;52,4;8,3
03.02.2019;3,2;6,4;1,7;0,30;2,00;13,8;-8,8
04.02.2019;2,3;5,4;-0,5;0,00;2,00;84,0;-10,4
05.02.2019;2,2;7,7;-1,5;0,00;2,00;92,3;-15,2
06.02.2019;2,3;9,5;-2,2;0,00;2,00;90,9;-15,3
07.02.2019;4,2;9,0;-1,0;0,00;2,00;22,7;-25,8
08.02.2019;6,7;10,6;4,1;0,00;2,00;81,4;4,3
09.02.2019;8,7;11,6;4,3;0,00;2,00;66,2;-6,2
10.02.2019;8,6;15,3;4,1;3,90;2,00;50,2;-12,4
11.02.2019;5,4;7,1;3,8;0,90;2,00;45,6;-6,2
12.02.2019;4,3;6,6;1,3;0,00;2,00;55,3;0,6
13.02.2019;4,4;11,4;-0,6;0,00;2,00;110,0;-1,8
14.02.2019;5,2;13,8;0,3;0,00;2,00;93,1;-11,1
15.02.2019;7,1;17,6;1,0;0,00;2,00;114,0;-6,5
16.02.2019;7,5;17,1;1,4;0,00;2,00;116,2;-8,1
17.02.2019;8,2;18,5;1,6;0,00;2,00;118,9;-7,5
18.02.2019;8,4;17,4;2,4;0,00;2,00;118,2;-7,6
19.02.2019;8,1;13,2;3,7;0,00;2,00;49,7;-12,1
20.02.2019;7,2;13,3;2,2;0,00;2,00;85,0;5,7
21.02.2019;8,7;15,0;3,4;0,00;2,00;90,3;16,9
22.02.2019;10,3;13,2;5,9;0,00;2,00;56,7;0,2
23.02.2019;6,3;11,1;2,2;0,00;2,00;120,2;2,9
24.02.2019;6,7;15,2;-0,3;0,00;2,00;133,1;3,9
25.02.2019;8,3;17,7;1,0;0,00;2,00;131,4;10,7
26.02.2019;10,0;19,2;3,2;0,00;2,00;130,4;9,7
27.02.2019;10,3;19,9;3,5;0,00;2,00;135,2;6,7
28.02.2019;12,3;20,3;5,5;0,00;2,00;129,3;18,5
01.03.2019;9,2;11,9;7,6;5,60;3,00;51,9;-1,5
02.03.2019;9,2;12,3;7,1;0,00;3,00;54,0;16,4
03.03.2019;11,1;13,6;7,7;0,00;3,00;59,6;11,6
04.03.2019;9,9;14,3;4,8;4,40;3,00;72,0;-0,6
05.03.2019;6,7;10,6;4,6;2,90;3,00;87,0;7,0
