MedTemp
6,2
7
7,8
7,7
5,8
7,1
11,4
11,7
11,8
6,1
4,6
3,6
5,5
6
4,6
7,4
6,5
3,5
3,3
4,2
4,9
5,4
5,1
3,2
3,7
4,7
3,9
3,6
0,7
1,3
1,7
5,1
4,2
3,3
5,1
3,8
8,1
9
6,2
5,8
4,3
5,4
5,6
6,7
6,1
8,8
7,1
7,2
6,4
8,2
8,6
7,4
5,7
7,3
6,8
8,7
8,6
7,2
7,4
6,7
6,2
6
8
8
6
7,6
9,2
10,8
9,9
9,1
10,4
10,9
11,2
8,6
11,3
12,8
12,5
11,6
13,9
16
11,5
7,2
5,1
5,4
5,5
8,2
11,1
12,5
13,6
13,8
14,8
16,4
17,3
16,9
14
15,4
16
13,7
10,8
12,6
14
14,9
14,7
10,8
6,8
8
10,1
8
9,6
13,5
12,4
14,2
15,6
16,8
17,6
16,2
12,2
12,2
14
14
13
12
8,4
10,9
13,5
17,2
15,5
15
16,5
15,1
12,2
9,8
10,4
11,8
11
13,3
14,1
16
18,4
20,9
22,3
21,5
17,5
15,9
17,5
16
15,6
15,7
16
12,2
14,3
16
16,8
16,9
16,3
15,9
20
24,4
27,5
29,1
26,7
23,8
23,8
22,4
18,1
17,7
18,9
16,5
18,9
19,7
16,3
17,1
19,4
19,9
20,5
17,7
17,6
20,4
19,7
17,8
15,8
18,6
18,9
22,1
24,2
20,5
24,8
20,2
15,7
13,2
14,6
19,5
19,4
19,7
20,1
21,8
22,5
24,1
25,9
27
24,1
20
20,6
22,8
22,7
21,8
19,6
22,5
22,4
18,6
19,6
21,6
21,4
21,3
20,6
21,2
19,1
20,1
19,8
21,9
23
23,4
20,3
19,1
16,4
16,3
15,1
15,8
17,6
16,7
16,7
15,6
16,2
16,1
15,3
14,2
15,1
16,5
16,8
18,6
19,5
19,3
15,3
14,7
15,7
16
17,4
20,1
20,3
20,2
21,1
20,2
16,7
13,8
12,9
15,4
17,4
16,9
18,2
18,9
19,6
20
19,8
17,1
12
10,8
12,2
13,7
14,9
16,2
16,9
19,2
18,1
17,2
16,1
15,1
13,2
14,6
13,6
15,4
17,5
20,4
16,9
16,5
16,2
16,1
16,4
15,9
15,4
14,9
15,6
18,1
17,5
14,5
8,2
9,7
9,4
11,4
13,5
9,6
7,5
10,5
12,1
13,4
13,3
12,5
14,6
12,6
8,5
7,9
8,3
9,8
8,7
8,4
7,5
8,4
10,7
10,7
9,6
9,8
8,6
7,7
7,7
5,6
7,4
10
8,7
9,8
9,1
7,1
7,5
5,1
3,7
3,4
4,2
3,7
3,2
4,6
4,3
4,6
4
4,4
2,7
2,9
6,3
8,6
10,2
9,5
8,2
6
5
10,9
11,4
7
6,6
8,3
6,8
6,2
6
3,1
1,8
-2,8
-3,8
0,7
2,1
1,9
3,2
3,9
3,6
2,7
1,3
2,9
7,1
9
13,9
5
6
9,9
7,1
7,5
7,8
4,3
2,1
1,7
1,5
2,1
1,6
1,6
1,7
2,2
1,8
3,5
3,6
3,5
2,3
2,1
1,6
1,2
-1
-2,2
-0,6
-0,9
-2
1,4
2
3,9
3,6
2,3
3
4,7
0,9
1,2
0,5
1,6
1,3
5,6
6
4,1
3,8
5,1
5,1
5,3
4,1
4,7
7,2
6,9
7,1
5,3
4,9
5,1
6,1
8,3
9,5
8,6
7,3
5,1
4,3
4
6,4
8,8
11,3
11,7
10,7
9,2
7,1
6,9
7,8
9,1
10,1
7,3
8,2
9
11,3
9
9,9
5,5
5,8
6,9
5,1
5,8
4,8
6,4
8,9
12,3
14,9
14,7
14,8
13,9
14,8
18,2
19
14,6
10
11,2
12,2
14,5
13,3
10,7
13,8
13,6
17
16,2
9,3
11,2
12,9
9,7
11,9
15,4
19,1
19,7
16,2
14,2
17,3
17,5
16,9
19,6
23,2
19,6
16,8
13,4
15,4
15,6
17,1
14,4
11,7
12,9
13,6
15,3
17,4
15,8
13,2
12,6
15,3
17
14,5
16,9
17,8
19,7
22,1
22
25,6
26,8
23,5
16,1
14,3
16,1
20,7
23,4
21,2
21,7
20,7
18,8
17,3
15,9
14,4
13,3
15,6
15,6
13,2
15,9
18,8
21,3
19,9
20,5
22,4
24,5
26,4
28,8
29,5
30
31,4
25,8
28,2
21,3
18,2
19,2
22,2
23,2
20,9
23,5
24,6
26,8
27,6
26
24,3
25
26,8
26,8
23,1
25,5
19,9
18,1
19,7
19,5
15,9
16,8
18,3
19,6
22,8
22,3
24
26
28,4
28,3
28,5
25,6
23,7
24,6
27
23,8
23
19,9
16,5
16,7
16,9
17,1
18,2
19,6
20,5
18,9
17
17,6
17,8
24,8
23,8
25,2
26,8
27,2
20,9
17,6
17,4
16,3
14
12,8
12,6
15,7
14,1
13,9
14,6
19,7
19,7
17,9
16,2
17,8
15,4
15
14,7
14,2
13,8
14,4
12,3
14,4
14,1
15,2
14,7
12,3
12,7
12,6
11,7
12,9
15
13,1
14,5
16,9
15,7
13,2
13,8
12
11,6
9,1
8,3
6,1
5,3
6,2
7,1
