MedTemp
7,6
8,3
8
9,6
10,7
11,9
13,3
12,1
9,8
8
8,5
12
11,2
10,1
6,9
5
4,3
10,6
12,9
15
17,3
16,8
16,5
15,2
11,8
10,7
10,7
9,8
13,4
11,2
13,4
14,9
14,6
9,4
4,2
2,5
2,2
1,4
4
4,7
2,5
2,5
7
10,5
10
9,8
6,1
7,1
7,9
9,6
11
6,2
6,9
2,9
5,3
8,9
6,6
5,9
7,9
9,3
12,8
11,8
9,8
9
10,3
11,7
10,9
11,5
12,6
10,4
7,6
5,7
4,4
4
4,7
5,3
5,5
6,1
5,4
5,8
5,6
5,4
6,1
6,8
7
6
5,6
4,3
3,1
1,4
1,7
-0,4
-3,4
-3,5
-2
0,4
-1,4
4,8
3,6
8,6
9,6
12,3
10,1
7,3
7
6,3
12,8
11,2
5,3
4,3
7,3
8,9
7,1
8,8
8,5
3,9
4,6
4,9
6
6,6
4,3
2,7
2,3
5,3
3,1
4,7
11,5
12
5,4
4,4
3
2,5
3,2
3,6
3,1
3,3
5,1
3,8
4,6
5,7
4,1
3,9
2,7
2,3
4,6
4,6
6,1
6,3
5,8
2,8
5
6,2
7,5
4
6,1
7
8
6,9
7,3
7
10,3
9,5
9,5
10,4
10,9
14,1
7,9
11,2
15,1
15,1
13,1
12,7
9,6
9,1
8,8
12
12,6
13,4
11,5
11,6
12,1
11,8
8,8
9,2
10,4
11
13,6
14,4
9,3
4,8
4,6
5
5,5
5,8
9,2
10,9
11,8
13,7
11
11,2
12,5
16,6
18,4
18,8
20,1
16,7
18
15
14,2
12,3
9,2
8,4
11,2
15,2
13,3
14,9
18,3
20,2
12,8
11,2
14,2
18,4
19,8
19,4
18
16,9
17,8
17,4
17,3
18
17,9
17,8
20,5
21,9
17,7
17,4
18,4
17,3
16,4
16,9
15,9
15,7
14,6
15,7
16,6
16
17,8
19,2
23,8
27,3
28
20,5
18,4
18,6
20,4
21,5
20,6
22,8
18,3
16,9
20,9
20,9
19,1
20,2
23,1
24
25,8
25
20,2
16,5
15,4
15,8
18,3
22,4
23,6
25,1
27,6
22,5
22,4
21,4
22,8
24,1
24,2
22,7
21,5
22,4
23,9
21,2
19,9
19,2
22
21,1
17
18,4
20,8
22
18,1
15,6
15,3
16,9
21,5
22,4
22,8
22,5
20,9
20
21,3
19,4
17,8
18,2
21,8
23,7
24,5
26,4
27,3
26,6
22,8
21,2
21,9
22,3
21,3
21,7
19,8
17,9
18,9
18,9
22,5
22,3
22,6
23
23,8
24,9
23,7
21
18
17,3
15,3
15,4
15,2
13,8
14,2
15,2
15,8
17,6
16,1
16,1
16,9
19,2
19,1
16,8
14,6
12,4
11,1
9,8
8,6
11,1
10
9,1
8,7
8,8
9,1
7,6
9,4
13
12,9
13,4
12,9
10,6
9,5
8
8,7
7,9
13,8
14
12,4
10,2
9,3
10,3
8,6
8,7
9
8,5
6,3
6,2
9,5
5,7
3,5
2,3
4,1
6,5
5
3,3
2,6
0,6
4,2
9,9
11,3
10,6
6,9
9
9,2
10,8
8,9
7,3
8,7
8,3
7
2
0,4
0,5
3,3
5,7
3,1
-0,4
1
-0,7
0,1
2,8
5,3
4,9
5,9
6,6
3,9
6,5
4,2
3,6
1,5
3
3,4
1,3
-0,4
1,5
5,5
7,5
8,8
8,3
3,6
3,3
1,8
-0,2
-1,7
-2,8
0
1,1
2,1
0,2
-5,2
-5,2
-0,1
1,6
0,6
3,2
5,1
2,9
1,7
0,5
-1,3
-2,9
-2,9
-4
-3,8
-3,8
-4,6
-5,5
-5,1
-5,2
-2,1
-0,8
0,2
2,3
5,2
5,5
5
8
8,4
6,6
6,3
5,5
5,6
4,6
1
1,5
3,6
3,2
2,1
3,7
5,3
8,4
8,2
6,2
5,6
8,5
10,3
10,7
12,7
6,9
5,1
8,2
10,8
6,2
6,4
8,2
7,6
9,5
8,6
7,2
6,1
6,8
11,3
8,6
7,8
8,6
7,5
8,9
9,8
11,2
13,4
10
13
12,6
10,4
7
11
9,9
11,2
10,8
11,3
13,5
15,2
15,3
17,2
15,3
13,9
14,8
13
11,5
9
9,8
11,9
14,6
17
11,3
12,9
13,4
12,5
12,5
9
7,7
4,3
4,3
4,4
8,9
9,7
7,9
10,2
9,5
5,8
6,1
8,2
10
11,7
8,9
10,8
11,4
10,6
12,3
13,8
13,3
10,1
10
12,5
16,3
16,5
17
16,4
17
18,6
21,4
20,7
14,3
13
15,2
18,6
20,5
19,1
19,2
20,1
22,9
25
26,1
23,6
21,7
22,2
22,9
22,7
18,3
16
16,2
14,1
18
19,6
18,9
23,4
23,3
20
21,8
24,2
21,3
18,9
21,9
24,3
27,1
27
28,6
27,3
23,9
22,7
24,9
22,7
22,2
18,5
19,1
17,7
17,6
19,9
22,2
24,3
25,8
25,5
26,7
24,7
22
20,3
20,5
18,7
19,2
17,7
19,9
23,2
25,8
27,2
21,2
22,6
23
20,8
17,2
14,9
16,5
19,1
20,1
22,7
25,4
24,8
24,6
24,2
25,5
23,9
22,3
20,2
20,6
20,3
19,7
15,2
14,9
16,5
19,2
22,2
23,5
22,2
23,1
22,5
17,7
16,9
17
18,4
21,7
22,6
24
25,5
23
23
23,9
26
18,7
15,1
14,4
14,3
15,9
20,1
19
15,7
15,9
15,1
15,3
14,5
14,5
16,7
14,2
13,3
10,8
11,1
11,6
12
13,2
12,7
14,4
15
14,5
14,4
15,1
15,8
18
18,4
17,2
13,5
15,5
14,1
12,4
14,4
10,4
11,7
12,3
12,4
12,6
15,3
14,8
15,2
14,9
16,1
17,2
16,1
14,9
14,9
16,2
15,7
11,2
10,1
13,1
16,2
15,5
12,7
9,6
10,3
6,9
5,6
8,7
11,8
11,5
12,1
9,8
6,7
7,5
7,6
7,7
7,1
7,8
5,9
5,1
3,6
2,5
2,1
4,1
6,1
5,3
5,2
8,4
8,4
11,3
12,9
7,4
3,3
4,7
5,7
3,5
2,5
1,9
1
0,3
2,9
4,8
5,1
5,3
4,8
0,8
1,9
7
4,5
3,4
6,1
4,4
3,1
2,8
2,3
2,8
4
6
8,1
8,7
7,1
4,7
5,7
5,5
2,9
2
7,6
12,4
8,4
6,1
8,6
8,7
9,8
8,3
6,7
7,8
6,4
8,2
5,9
4,4
5
2,6
3,9
6,5
4
5,6
4,7
3,4
3,5
6,2
7,4
10
10,6
8,5
7
8,2
9,1
8
8,4
4,9
3,2
3,3
2,1
2
1,7
0,5
1,4
2,1
3
3,8
2,4
1,2
0,1
3
6
1,6
1,4
1,1
1
1
0,2
0,3
0,1
-3,8
-6,3
-7,4
-6,9
-4,2
-1,8
3,2
7,7
8,6
5,6
7,2
8,2
9,4
11,9
12
11,2
8,6
8
7,9
9,6
2,8
-1,3
-0,3
-0,1
1,9
1,7
5,2
6,5
7,5
7,2
8,1
10,2
8
9
9,3
7,5
10,6
16,9
14,9
11
9,9
14,8
16,9
16,7
14,6
13,5
16
11,4
14,3
15,1
17,1
17
18,4
19,8
20
20,7
21,5
18,5
17,1
17,2
12,7
14,7
15,7
19,7
16,2
11,6
12,3
15,2
17,4
18,9
20,6
19,1
19,9
19,4
16,1
15,7
19,7
16,6
14,3
16,5
13,9
14,1
15,1
15,5
15,4
18,9
18,1
19,2
18,6
20,7
22,4
22,9
24,4
21,2
23,2
23,4
20,6
20,9
23,3
24
23,8
24
21,9
21,4
22,2
23,3
22,1
18,9
15,6
17,4
18,8
20,9
20,6
20,2
21,6
24,4
22,6
14,6
15,2
17
18,6
18,9
20,1
18,5
21,9
24
22,3
22,5
23,8
23,3
19,5
20,7
21,8
22,8
22,1
19,7
17,6
20,4
22,4
23,8
22,3
22,3
23,6
23,5
23,8
23,9
20
20,3
22,7
24,8
26,5
26,8
26,8
25,5
25,8
27,6
29
26,6
25,3
28,1
29
27,7
27,2
25,8
25,4
25,5
20,7
20,8
22,3
21,3
21,1
21,3
23,5
24,7
22,8
24,6
24,4
24,7
25,2
22,6
19,5
14,9
15,3
19,1
20,7
22,8
19,5
15,9
17,5
15,9
17,7
19,1
21,1
20,1
18,5
17,5
18,6
20,4
22
23,2
19,7
18,6
18,6
18
20,2
22,2
23,2
23,1
21
15,5
17,5
11,7
10,5
11,9
15,1
16
13,3
12,7
11,8
9,6
13,1
12,7
14,1
17,6
17,9
15,5
15,8
15,5
16,5
19,5
18,1
17,7
16,6
15,9
15,6
15,4
13,6
12,8
10,8
10,1
12,1
14
13,4
12,2
8,5
4,9
6
7,2
8,3
9
9,9
10,4
11,4
10,3
10,5
11,5
11,6
10,9
11,6
13,1
14,3
11,8
7,7
5,5
5,8
5,1
4,2
2,8
3,3
1,2
4,2
4,4
7,2
6,1
5,1
4,3
4,5
6
6,9
8,1
11
13,1
8,7
7,2
10,5
12,1
7,6
8,4
5,8
4
3,3
1,5
0,4
-0,3
1,6
4,3
4
5,2
7,1
9,6
10,6
9,6
6,8
0,7
0,3
0,8
1,3
2,4
6,5
6,9
6,7
3,6
0,9
2,3
3,6
4,8
4,3
5,3
2,4
0,9
0
3,3
6,1
5,6
4,7
5,3
6,3
1,8
-2,2
-1,3
-0,8
-1,6
-1,8
-2,5
-0,9
4,4
6,5
2,8
2,2
2,2
1,2
4,7
5,3
3,2
2,3
2,2
2,3
4,2
6,7
8,7
8,6
5,4
4,3
4,4
5,2
7,1
7,5
8,2
8,4
8,1
7,2
8,7
10,3
6,3
6,7
8,3
10
10,3
12,3
9,2
9,2
11,1
9,9
6,7
